SID,NUMBER,ISO_TIME,NATURE,LAT,LON
1892112S10064,14,1892-04-21 06:00:00,Not reported,-10.1,63.8
1892112S10424,15,1892-04-20 18:00:00,Not reported,-10.3,63.6
1892119N17061,16,1892-04-28 00:00:00,Tropical,16.8,60.8
1892153N20070,17,1892-06-01 00:00:00,Tropical,19.7,70.3
1892158N16114,18,1892-06-06 04:00:00,Not reported,16.4,113.8
1892160N19089,19,1892-06-08 00:00:00,Tropical,19.4,88.7
1892161N21277,20,1892-06-09 00:00:00,Tropical,20.8,-83.1
1892172N21275,21,1892-06-20 00:00:00,Tropical,21.3,-85.1
1892177N12121,22,1892-06-24 16:00:00,Not reported,12.1,121.1
1892182N20112,23,1892-06-29 16:00:00,Tropical,20.2,112
1892191N20089,24,1892-07-09 00:00:00,Tropical,19.8,88.5
1892198N18139,25,1892-07-15 16:00:00,Not reported,17.6,138.6
1892199N16114,26,1892-07-17 04:00:00,Not reported,16.2,114
1892200N24086,27,1892-07-18 00:00:00,Tropical,24.2,86.4
1892204N23087,28,1892-07-22 00:00:00,Tropical,22.9,87.2
1892206N20113,29,1892-07-23 16:00:00,Tropical,19.8,113.4
1892212N18126,30,1892-07-29 16:00:00,Not reported,17.6,126.3
1892224N29127,31,1892-08-10 16:00:00,Not reported,28.5,126.5
1892227N16308,32,1892-08-14 00:00:00,Tropical,16,-52
1892228N20126,33,1892-08-15 04:00:00,Not reported,19.6,126.4
1892242N18087,34,1892-08-29 00:00:00,Tropical,18.4,86.6
1892244N20112,35,1892-08-31 04:00:00,Tropical,20,111.7
1892246N24131,36,1892-09-01 16:00:00,Not reported,24,131.3
1892246N25133,37,1892-09-01 16:00:00,Not reported,24.5,132.6
1892247N12327,38,1892-09-03 06:00:00,Tropical,11.5,-33
1892250N23122,39,1892-09-06 04:00:00,Not reported,22.7,122
1892251N18091,40,1892-09-07 00:00:00,Tropical,18.1,90.8
1892253N22267,41,1892-09-08 18:00:00,Tropical,22,-92.8
1892255N22273,42,1892-09-10 12:00:00,Tropical,21.8,-87.2
1892256N15341,43,1892-09-12 00:00:00,Tropical,15.3,-19.5
1892256N15343,44,1892-09-12 06:00:00,Tropical,14.9,-17.2
1892261N22121,45,1892-09-17 04:00:00,Tropical,21.8,121.2
1892263N15086,46,1892-09-19 00:00:00,Tropical,15.1,86.1
1892267N17277,47,1892-09-23 06:00:00,Tropical,16.8,-82.6
1892268N17117,48,1892-09-23 16:00:00,Tropical,16.7,116.8
1892269N20268,49,1892-09-25 06:00:00,Tropical,19.5,-92.2
1892279N11305,50,1892-10-05 00:00:00,Tropical,10.7,-54.9
1892281N14143,51,1892-10-06 16:00:00,Not reported,13.6,142.8
1892287N26289,52,1892-10-13 00:00:00,Tropical,26,-71.2
1892288N10092,53,1892-10-14 00:00:00,Tropical,9.6,91.9
1892292N14094,54,1892-10-18 00:00:00,Tropical,13.7,93.9
1892295N23267,55,1892-10-21 00:00:00,Tropical,23,-92.6
1892298N14144,56,1892-10-23 16:00:00,Not reported,13.9,143.5
1892299N12278,57,1892-10-25 00:00:00,Tropical,11.7,-82
1892300N11086,58,1892-10-26 00:00:00,Tropical,11,86.4
1892317N05113,59,1892-11-11 16:00:00,Not reported,5,112.9
1892324N13129,60,1892-11-19 04:00:00,Not reported,13.2,128.8
1892342N05127,61,1892-12-06 16:00:00,Not reported,5,127
1892347N27320,62,1892-12-11 12:00:00,Tropical,27,-40
1893010S15061,1,1893-01-10 00:00:00,Tropical,-15,61
1893011S14059,2,1893-01-11 00:00:00,Tropical,-13.9,59
1893011S15062,3,1893-01-11 06:00:00,Not reported,-15,61.8
1893021S14059,4,1893-01-21 06:00:00,Not reported,-13.7,59.3
1893042S15062,5,1893-02-11 00:00:00,Tropical,-15.1,61.5
1893042S15063,6,1893-02-11 06:00:00,Not reported,-14.7,63.1
1893046S15063,7,1893-02-14 18:00:00,Not reported,-14.8,62.7
1893070S10061,8,1893-03-11 00:00:00,Tropical,-10.3,60.7
1893080S10061,9,1893-03-20 18:00:00,Not reported,-9.8,60.6
1893115N12092,10,1893-04-25 00:00:00,Tropical,12,92
1893128N11121,11,1893-05-07 16:00:00,Tropical,11.2,121.4
1893133N09138,12,1893-05-12 16:00:00,Not reported,9.4,137.6
1893143N20087,13,1893-05-23 00:00:00,Tropical,19.7,87.4
1893163N13092,14,1893-06-12 00:00:00,Tropical,12.9,91.8
1893163N20265,15,1893-06-12 06:00:00,Tropical,20.5,-95.2
1893173N15114,16,1893-06-21 16:00:00,Not reported,14.7,113.5
1893176N23091,17,1893-06-25 00:00:00,Tropical,23.3,90.6
1893185N14282,18,1893-07-04 00:00:00,Tropical,14,-77.8
1893191N19127,19,1893-07-09 16:00:00,Not reported,18.6,127.3
1893196N15129,20,1893-07-14 16:00:00,Not reported,14.9,128.5
1893208N19127,21,1893-07-26 16:00:00,Not reported,19,127.4
1893212N20088,22,1893-07-31 00:00:00,Tropical,20.3,88
1893213N18128,23,1893-07-31 16:00:00,Not reported,18.1,127.5
1893221N19126,24,1893-08-08 16:00:00,Not reported,18.8,125.7
1893225N12331,25,1893-08-13 06:00:00,Tropical,11.8,-29
1893225N18130,26,1893-08-12 16:00:00,Not reported,18.1,130.4
1893226N10310,27,1893-08-13 12:00:00,Tropical,9.6,-50.5
1893228N18340,28,1893-08-15 12:00:00,Tropical,18.1,-20.2
1893228N32300,29,1893-08-15 12:00:00,Tropical,32.2,-60.4
1893232N12333,30,1893-08-20 06:00:00,Tropical,11.8,-27.2
1893234N37324,31,1893-08-22 00:00:00,Tropical,36.5,-35.6
1893238N12339,32,1893-08-25 12:00:00,Tropical,12,-21
1893240N15113,33,1893-08-28 04:00:00,Not reported,15.2,113.3
1893244N21088,34,1893-09-01 00:00:00,Tropical,20.7,87.7
1893247N18275,35,1893-09-04 06:00:00,Tropical,18.4,-85.3
1893247N25269,36,1893-09-04 00:00:00,Tropical,24.8,-91.2
1893248N18125,37,1893-09-04 16:00:00,Tropical,17.7,125
1893248N28307,38,1893-09-05 00:00:00,Tropical,27.8,-53.2
1893252N18090,39,1893-09-09 00:00:00,Tropical,18.3,90
1893254N20125,40,1893-09-10 16:00:00,Not reported,19.5,124.5
1893259N33310,41,1893-09-15 12:00:00,Tropical,32.5,-50.5
1893262N17128,42,1893-09-18 16:00:00,Not reported,17,127.8
1893264N18089,43,1893-09-21 00:00:00,Tropical,17.7,89.1
1893265N17115,44,1893-09-21 16:00:00,Not reported,17,115.3
1893268N12335,45,1893-09-25 06:00:00,Tropical,11.6,-25
1893268N14128,46,1893-09-24 16:00:00,Tropical,14.3,127.9
1893271N16278,47,1893-09-27 12:00:00,Tropical,16.4,-81.7
1893273N15128,48,1893-09-29 16:00:00,Tropical,14.8,127.5
1893274N10148,49,1893-09-30 16:00:00,Tropical,9.5,147.5
1893284N18131,50,1893-10-10 16:00:00,Not reported,18,130.8
1893293N16091,51,1893-10-20 00:00:00,Tropical,15.5,90.9
1893294N18278,52,1893-10-20 12:00:00,Tropical,18,-82
1893298N11096,53,1893-10-25 00:00:00,Tropical,11.2,95.6
1893308N10084,54,1893-11-04 00:00:00,Tropical,10.4,84.4
1893309N27289,55,1893-11-05 00:00:00,Tropical,26.7,-70.8
1893315N11124,56,1893-11-10 16:00:00,Tropical,10.5,123.8
1893316N12073,57,1893-11-12 00:00:00,Tropical,11.9,73
1893323N08137,58,1893-11-18 16:00:00,Tropical,8.3,137.2
1894010S14056,1,1894-01-10 00:00:00,Tropical,-14,56
1894011S13057,2,1894-01-11 06:00:00,Not reported,-13,56.6
1894011S14056,3,1894-01-11 06:00:00,Not reported,-14,56
1894032S11059,4,1894-02-01 06:00:00,Not reported,-10.5,59.1
1894032S11419,5,1894-01-31 18:00:00,Not reported,-10.6,59.1
1894040S11057,6,1894-02-09 00:00:00,Tropical,-10.9,57.3
1894042S15064,7,1894-02-11 06:00:00,Not reported,-15.3,64.2
1894042S16063,8,1894-02-11 00:00:00,Tropical,-16.3,62.6
1894046S16064,9,1894-02-14 18:00:00,Not reported,-15.5,64
1894052S14066,10,1894-02-21 06:00:00,Not reported,-13.8,66.4
1894069S13067,11,1894-03-10 00:00:00,Tropical,-12.8,66.9
1894070S12068,12,1894-03-11 06:00:00,Not reported,-12.4,67.6
1894070S13068,13,1894-03-10 18:00:00,Not reported,-12.5,67.5
1894070S18069,14,1894-03-11 06:00:00,Not reported,-18.1,69
1894101S12058,15,1894-04-11 00:00:00,Tropical,-12.2,58.2
1894111S12060,16,1894-04-20 18:00:00,Not reported,-11.9,60.4
1894111S12061,17,1894-04-21 06:00:00,Not reported,-11.7,60.8
1894117N13093,18,1894-04-27 00:00:00,Tropical,13,93.1
1894151N16112,19,1894-05-30 16:00:00,Not reported,16.4,112.4
1894157N19283,20,1894-06-06 00:00:00,Tropical,19,-77.4
1894164N23091,21,1894-06-13 00:00:00,Tropical,22.9,91.4
1894172N20087,22,1894-06-21 00:00:00,Tropical,20.3,87.2
1894175N18114,23,1894-06-23 16:00:00,Tropical,18.2,113.7
1894178N18126,24,1894-06-26 16:00:00,Not reported,17.8,126
1894181N16112,25,1894-06-29 16:00:00,Not reported,16.3,112.3
1894184N25089,26,1894-07-03 00:00:00,Tropical,25,88.9
1894192N20087,27,1894-07-11 00:00:00,Tropical,19.6,86.9
1894197N20089,28,1894-07-16 00:00:00,Tropical,19.8,88.5
1894202N24131,29,1894-07-20 16:00:00,Not reported,24.3,130.5
1894205N19114,30,1894-07-24 04:00:00,Not reported,18.7,113.6
1894205N22088,31,1894-07-24 00:00:00,Tropical,22.4,88.4
1894210N22135,32,1894-07-28 16:00:00,Not reported,21.7,134.7
1894216N18274,33,1894-08-03 12:00:00,Tropical,17.5,-86.5
1894225N23088,34,1894-08-13 00:00:00,Tropical,22.9,87.6
1894238N17114,35,1894-08-25 16:00:00,Not reported,16.5,113.8
1894242N13325,36,1894-08-30 00:00:00,Tropical,13.2,-34.8
1894250N16117,37,1894-09-06 16:00:00,Not reported,16.1,117.3
1894253N16273,38,1894-09-09 12:00:00,Tropical,16.2,-87.5
1894259N09130,39,1894-09-15 16:00:00,Not reported,9,130
1894261N13311,40,1894-09-18 00:00:00,Tropical,13.1,-48.7
1894265N17127,41,1894-09-21 16:00:00,Not reported,16.7,126.5
1894270N12284,42,1894-09-26 12:00:00,Tropical,11.5,-76
1894270N15123,43,1894-09-27 04:00:00,Tropical,15.1,122.6
1894270N20087,44,1894-09-27 00:00:00,Tropical,19.9,86.5
1894275N14134,45,1894-10-01 16:00:00,Not reported,13.6,133.7
1894275N21088,46,1894-10-02 00:00:00,Tropical,20.5,88.1
1894284N11303,47,1894-10-11 00:00:00,Tropical,11.1,-57
1894294N21300,48,1894-10-21 06:00:00,Tropical,21,-60.3
1894296N15068,49,1894-10-23 00:00:00,Tropical,15.2,67.7
1894303N13090,50,1894-10-30 00:00:00,Tropical,12.7,90.1
1894318N15139,51,1894-11-13 16:00:00,Not reported,14.5,139
1894335N24307,52,1894-11-30 12:00:00,Tropical,23.5,-53.5
1894335S18054,53,1894-12-01 06:00:00,Not reported,-17.5,54.2
1894335S18414,54,1894-11-30 18:00:00,Not reported,-18,54
1894343S19054,55,1894-12-09 00:00:00,Tropical,-18.5,53.6
1894345S17061,56,1894-12-11 06:00:00,Not reported,-16.5,61.3
1895001S14073,1,1895-01-01 06:00:00,Not reported,-14.3,73.1
1895001S15072,2,1895-01-01 06:00:00,Not reported,-14.7,72
1895009S15072,3,1895-01-09 00:00:00,Tropical,-14.7,72
1895010S18061,4,1895-01-10 00:00:00,Tropical,-17.8,60.8
1895091S15053,5,1895-04-01 06:00:00,Not reported,-14.5,53.3
1895091S15054,6,1895-04-01 06:00:00,Not reported,-15.3,54.3
1895099S15054,7,1895-04-09 00:00:00,Tropical,-15.3,54.3
1895112N11086,8,1895-04-22 00:00:00,Tropical,10.5,85.9
1895131N11129,9,1895-05-10 16:00:00,Not reported,10.5,129
1895160N37291,10,1895-06-08 12:00:00,Subtropical,36.5,-69
1895161N13116,11,1895-06-09 16:00:00,Tropical,13.3,116.4
1895165N18070,12,1895-06-14 00:00:00,Tropical,18.1,69.5
1895169N33287,13,1895-06-17 12:00:00,Tropical,32.8,-73
1895170N21088,14,1895-06-19 00:00:00,Tropical,20.6,87.9
1895179N21088,15,1895-06-27 15:00:00,Tropical,20.5,88.4
1895180N17117,16,1895-06-28 16:00:00,Not reported,17,117.3
1895180N20124,17,1895-06-29 04:00:00,Tropical,20.1,124.4
1895199N16142,18,1895-07-18 04:00:00,Not reported,15.8,142
1895199N20088,19,1895-07-18 00:00:00,Tropical,19.6,88
1895209N21114,20,1895-07-28 04:00:00,Tropical,21.1,114
1895211N21088,21,1895-07-30 00:00:00,Tropical,20.6,87.6
1895218N20088,22,1895-08-06 00:00:00,Tropical,19.9,87.7
1895226N27269,23,1895-08-14 06:00:00,Tropical,26.9,-91.1
1895227N18130,24,1895-08-14 16:00:00,Not reported,17.8,129.7
1895233N24128,25,1895-08-20 16:00:00,Not reported,23.6,128.2
1895234N13302,26,1895-08-22 00:00:00,Tropical,13.4,-58.3
1895240N19118,27,1895-08-28 04:00:00,Tropical,19.4,117.9
1895244N17128,28,1895-08-31 16:00:00,Not reported,17.4,128.4
1895245N18310,29,1895-09-01 12:00:00,Tropical,17.5,-50
1895247N17087,30,1895-09-04 00:00:00,Tropical,16.8,86.7
1895255N30306,31,1895-09-11 12:00:00,Tropical,29.5,-54
1895259N18090,32,1895-09-16 00:00:00,Tropical,17.9,89.9
1895261N22122,33,1895-09-18 04:00:00,Tropical,21.5,122.3
1895266N19126,34,1895-09-22 16:00:00,Not reported,19.3,125.8
1895268N12278,35,1895-09-25 00:00:00,Tropical,12,-82.5
1895271N19274,36,1895-09-28 00:00:00,Tropical,19.3,-86
1895272N15334,37,1895-09-28 12:00:00,Tropical,15,-26
1895273N18087,38,1895-09-30 00:00:00,Tropical,17.5,87.1
1895275N17277,39,1895-10-02 00:00:00,Tropical,17.4,-82.9
1895285N12315,40,1895-10-12 00:00:00,Tropical,12,-44.8
1895286N19266,41,1895-10-13 06:00:00,Tropical,19.4,-93.7
1895303N13120,42,1895-10-29 16:00:00,Not reported,13.1,119.6
1895305N16124,43,1895-11-01 04:00:00,Not reported,16.4,123.8
1895308N21329,44,1895-11-03 12:00:00,Subtropical,21,-31.5
1895311N09136,45,1895-11-06 16:00:00,Not reported,8.6,135.6
1895312N13117,46,1895-11-08 04:00:00,Tropical,12.9,117.3
1895344N12089,47,1895-12-10 00:00:00,Tropical,11.9,88.8
1896011S12069,1,1896-01-11 00:00:00,Tropical,-11.5,68.6
1896021S11069,2,1896-01-21 06:00:00,Not reported,-11.1,69.4
1896042S09063,3,1896-02-11 06:00:00,Not reported,-9.5,62.6
1896042S11062,4,1896-02-11 00:00:00,Tropical,-11.4,61.8
1896046S10062,5,1896-02-14 18:00:00,Not reported,-10,62.4
1896070S27080,6,1896-03-10 00:00:00,Tropical,-26.7,80.2
1896071S26080,7,1896-03-11 06:00:00,Not reported,-26.1,80.3
1896071S26440,8,1896-03-10 18:00:00,Not reported,-26.3,80.4
1896132N11121,9,1896-05-11 04:00:00,Tropical,11,120.8
1896146N13070,10,1896-05-25 00:00:00,Tropical,13.5,69.5
1896158N06136,11,1896-06-05 16:00:00,Not reported,6.4,136
1896170N21089,12,1896-06-18 00:00:00,Tropical,20.6,89.1
1896178N21090,13,1896-06-26 00:00:00,Tropical,20.5,89.9
1896187N21279,14,1896-07-04 12:00:00,Tropical,20.9,-81.1
1896188N17124,15,1896-07-05 16:00:00,Not reported,16.7,123.5
1896200N19146,16,1896-07-17 16:00:00,Not reported,19,146
1896204N21089,17,1896-07-22 00:00:00,Tropical,21.4,88.7
1896206N18116,18,1896-07-23 16:00:00,Not reported,18.4,116
1896208N21090,19,1896-07-26 00:00:00,Tropical,21.3,89.7
1896209N13137,20,1896-07-26 16:00:00,Not reported,13,137.3
1896214N09136,21,1896-07-31 16:00:00,Not reported,8.7,136
1896214N21089,22,1896-08-01 00:00:00,Tropical,21.1,88.9
1896219N15128,23,1896-08-06 04:00:00,Tropical,15.1,128.3
1896226N21088,24,1896-08-13 00:00:00,Tropical,20.6,88.2
1896228N22131,25,1896-08-14 16:00:00,Not reported,22,131.4
1896233N22089,26,1896-08-20 00:00:00,Tropical,21.5,89.2
1896242N23138,27,1896-08-28 16:00:00,Not reported,23.3,138
1896243N14300,28,1896-08-30 06:00:00,Tropical,14,-59.6
1896246N21114,29,1896-09-01 16:00:00,Not reported,20.8,114
1896251N25136,30,1896-09-06 16:00:00,Tropical,24.9,136.1
1896257N20090,31,1896-09-13 00:00:00,Tropical,19.9,90
1896258N16112,32,1896-09-13 16:00:00,Tropical,15.6,112.3
1896260N16306,33,1896-09-16 00:00:00,Tropical,15.5,-54.5
1896266N17298,34,1896-09-22 06:00:00,Tropical,16.7,-61.8
1896268N24119,35,1896-09-23 16:00:00,Tropical,23.5,118.8
1896270N34307,36,1896-09-25 12:00:00,Subtropical,33.5,-53
1896275N13118,37,1896-09-30 16:00:00,Not reported,13.4,118
1896277N16126,38,1896-10-03 04:00:00,Not reported,16,126
1896281N23269,39,1896-10-07 00:00:00,Tropical,22.5,-91.2
1896282N15125,40,1896-10-08 04:00:00,Not reported,15.3,124.9
1896285N12331,41,1896-10-10 12:00:00,Tropical,12.2,-29.4
1896300N09316,42,1896-10-26 06:00:00,Tropical,8.7,-44.2
1896304N12117,43,1896-10-29 16:00:00,Not reported,12.3,116.6
1896305N15301,44,1896-10-30 12:00:00,Tropical,15,-59
1896319N06079,45,1896-11-14 00:00:00,Tropical,6.1,79.2
1896332N11299,46,1896-11-27 00:00:00,Tropical,10.9,-61.1
1897005S10135,1,1897-01-04 12:00:00,Not reported,-10.1,135.3
1897011S13070,2,1897-01-11 00:00:00,Tropical,-12.6,70.2
1897021S12071,3,1897-01-21 06:00:00,Not reported,-11.8,70.8
1897021S13070,4,1897-01-21 06:00:00,Not reported,-12.6,70.2
1897026S18128,5,1897-01-25 12:00:00,Not reported,-18.4,127.7
1897042S12062,6,1897-02-11 00:00:00,Tropical,-12.3,61.5
1897042S12064,7,1897-02-11 06:00:00,Not reported,-12.2,64.1
1897046S12064,8,1897-02-14 18:00:00,Not reported,-12.2,64
1897060S14067,9,1897-03-01 06:00:00,Not reported,-14.3,66.9
1897060S15066,10,1897-03-01 06:00:00,Not reported,-14.8,66.3
1897068S15066,11,1897-03-09 00:00:00,Tropical,-14.8,66.3
1897133N15096,12,1897-05-13 00:00:00,Tropical,15,95.8
1897166N20089,13,1897-06-15 00:00:00,Tropical,19.9,88.5
1897184N20117,14,1897-07-03 04:00:00,Tropical,20.2,116.5
1897190N21088,15,1897-07-09 00:00:00,Tropical,20.8,87.8
1897191N20070,16,1897-07-10 00:00:00,Tropical,20.1,70.4
1897195N25088,17,1897-07-14 00:00:00,Tropical,24.5,88.1
1897205N17117,18,1897-07-23 16:00:00,Tropical,17.3,117.2
1897209N23126,19,1897-07-27 16:00:00,Not reported,22.5,125.6
1897219N20129,20,1897-08-06 16:00:00,Not reported,20.3,128.8
1897225N21088,21,1897-08-13 00:00:00,Tropical,21.1,87.9
1897243N13340,22,1897-08-30 12:00:00,Tropical,12.5,-20
1897251N24132,23,1897-09-07 16:00:00,Not reported,23.8,131.9
1897252N19085,24,1897-09-09 00:00:00,Tropical,18.8,85.3
1897252N30305,25,1897-09-08 12:00:00,Tropical,29.5,-55
1897253N24280,26,1897-09-10 06:00:00,Tropical,23.7,-80
1897255N21070,27,1897-09-12 00:00:00,Tropical,20.9,70.1
1897257N16123,28,1897-09-14 04:00:00,Tropical,16.1,122.6
1897260N14340,29,1897-09-16 12:00:00,Tropical,14,-19.8
1897262N21270,30,1897-09-18 12:00:00,Tropical,21,-90
1897266N17090,31,1897-09-23 00:00:00,Tropical,16.7,89.9
1897268N20277,32,1897-09-25 00:00:00,Tropical,19.6,-82.9
1897269N12307,33,1897-09-25 12:00:00,Tropical,12.2,-53.5
1897269N20124,34,1897-09-26 04:00:00,Tropical,19.9,124.1
1897275N18084,35,1897-10-02 00:00:00,Tropical,18,84.4
1897276N15119,36,1897-10-03 04:00:00,Tropical,15.4,118.9
1897279N20132,37,1897-10-05 16:00:00,Not reported,19.7,132.1
1897283N12298,38,1897-10-09 18:00:00,Tropical,12.4,-61.7
1897285N11125,39,1897-10-12 04:00:00,Tropical,11.1,124.6
1897291N11119,40,1897-10-18 04:00:00,Tropical,11.1,118.6
1897294N14096,41,1897-10-21 00:00:00,Tropical,14.3,95.9
1897295N19129,42,1897-10-21 16:00:00,Not reported,18.6,129.3
1897296N25283,43,1897-10-23 06:00:00,Tropical,24.5,-77.3
1897318N09121,44,1897-11-14 04:00:00,Tropical,9.1,121.1
1897335S12059,45,1897-12-01 06:00:00,Not reported,-12.2,59
1897335S13059,46,1897-12-01 06:00:00,Not reported,-13.1,58.8
1897336S18115,47,1897-12-01 12:00:00,Not reported,-18.4,115
1897342S09138,48,1897-12-07 12:00:00,Not reported,-9.3,138.4
1897343S13059,49,1897-12-09 00:00:00,Tropical,-13.1,58.8
1897345S11062,50,1897-12-11 00:00:00,Tropical,-11,61.7
1897355S10063,51,1897-12-21 06:00:00,Not reported,-10.4,62.5
1897355S11062,52,1897-12-21 06:00:00,Not reported,-11,61.7
1897355S18115,53,1897-12-21 06:00:00,Not reported,-18.1,115.1
1897357S17121,54,1897-12-22 12:00:00,Not reported,-17.4,120.9
1897360N13085,55,1897-12-26 00:00:00,Tropical,13,85
1898014N09113,1,1898-01-13 16:00:00,Not reported,8.5,112.5
1898032S09063,2,1898-02-01 06:00:00,Not reported,-9.4,63.2
1898032S10063,3,1898-01-31 18:00:00,Not reported,-9.7,63.2
1898034S19152,4,1898-02-02 12:00:00,Not reported,-19.2,151.8
1898040S11063,5,1898-02-09 00:00:00,Tropical,-11,62.9
1898043S08055,6,1898-02-12 00:00:00,Tropical,-8.1,54.6
1898052S07056,7,1898-02-21 06:00:00,Not reported,-7.1,55.6
1898072N25301,8,1898-03-12 12:00:00,Extratropical,25,-59.5
1898087S09133,9,1898-03-27 12:00:00,Not reported,-9.2,133.2
1898125N13095,10,1898-05-05 00:00:00,Tropical,12.6,94.6
1898125S31156,11,1898-05-04 12:00:00,Not reported,-30.8,155.9
1898151N11059,12,1898-05-31 00:00:00,Tropical,11.3,59.4
1898152N11060,13,1898-06-01 00:00:00,Tropical,11.4,60
1898164N18086,14,1898-06-13 00:00:00,Tropical,18.2,86
1898178N16116,15,1898-06-26 16:00:00,Not reported,15.6,115.7
1898178N16129,16,1898-06-27 04:00:00,Not reported,16.3,128.7
1898183N21089,17,1898-07-02 00:00:00,Tropical,21.3,88.7
1898194N22123,18,1898-07-12 16:00:00,Not reported,21.7,122.8
1898197N25085,19,1898-07-16 00:00:00,Tropical,25.1,85.2
1898205N28134,20,1898-07-23 16:00:00,Not reported,27.5,133.6
1898207N15118,21,1898-07-25 16:00:00,Not reported,14.5,118.4
1898213N16128,22,1898-07-31 16:00:00,Not reported,16.2,128
1898214N27280,23,1898-08-02 00:00:00,Tropical,26.5,-79.9
1898216N18131,24,1898-08-03 16:00:00,Not reported,18.3,130.7
1898221N21089,25,1898-08-09 00:00:00,Tropical,21.4,88.7
1898223N19116,26,1898-08-11 04:00:00,Not reported,19.2,116.4
1898225N24090,27,1898-08-13 00:00:00,Tropical,23.6,89.8
1898227N18125,28,1898-08-15 04:00:00,Not reported,17.5,125.2
1898232N16126,29,1898-08-19 16:00:00,Not reported,16.1,126.4
1898233N22091,30,1898-08-21 00:00:00,Tropical,21.8,90.7
1898238N25130,31,1898-08-25 16:00:00,Not reported,24.5,130
1898240N24090,32,1898-08-28 00:00:00,Tropical,24.1,90.2
1898242N27283,33,1898-08-29 12:00:00,Tropical,27.3,-77.3
1898245N14281,34,1898-09-02 00:00:00,Tropical,13.5,-79.4
1898246N41318,35,1898-09-03 06:00:00,Tropical,40.8,-42.1
1898249N11333,36,1898-09-05 12:00:00,Tropical,11.2,-26.9
1898254N18087,37,1898-09-11 00:00:00,Tropical,18,86.7
1898255N13281,38,1898-09-12 06:00:00,Tropical,12.9,-79.1
1898263N21089,39,1898-09-20 00:00:00,Tropical,20.9,88.6
1898264N11280,40,1898-09-20 12:00:00,Tropical,11,-79.8
1898265N20294,41,1898-09-21 12:00:00,Tropical,19.7,-66
1898268N16302,42,1898-09-25 00:00:00,Tropical,16.2,-58.3
1898269N20276,43,1898-09-25 18:00:00,Tropical,20.5,-84.5
1898272N16132,44,1898-09-28 16:00:00,Not reported,16,132.4
1898273N14335,45,1898-09-29 12:00:00,Tropical,13.8,-25.5
1898275N11302,46,1898-10-02 06:00:00,Tropical,11.4,-57.7
1898276N15112,47,1898-10-03 04:00:00,Tropical,15.1,112.4
1898282N13085,48,1898-10-09 00:00:00,Tropical,13.2,85.1
1898287N16118,49,1898-10-14 04:00:00,Tropical,16,117.8
1898294N19274,50,1898-10-21 00:00:00,Tropical,18.5,-85.8
1898297N15123,51,1898-10-23 16:00:00,Not reported,15.4,123.2
1898300N16280,52,1898-10-27 06:00:00,Tropical,15.6,-80
1898300N18299,53,1898-10-27 06:00:00,Tropical,17.9,-61.2
1898303N15118,54,1898-10-30 04:00:00,Tropical,15.3,118.4
1898309N11085,55,1898-11-05 00:00:00,Tropical,10.9,84.9
1898313N31314,56,1898-11-08 12:00:00,Tropical,31,-46
1898315N15123,57,1898-11-10 16:00:00,Tropical,14.9,123.4
1898324N15120,58,1898-11-19 16:00:00,Not reported,14.7,120.3
1898345S17043,59,1898-12-11 00:00:00,Tropical,-17.1,43.3
1898355S17043,60,1898-12-21 06:00:00,Not reported,-16.7,43.3
1899001S10067,1,1899-01-01 06:00:00,Not reported,-9.7,67.3
1899001S11067,2,1899-01-01 06:00:00,Not reported,-10.7,66.6
1899009S11067,3,1899-01-09 00:00:00,Tropical,-10.7,66.6
1899011S14125,4,1899-01-10 12:00:00,Not reported,-14,125
1899032S12054,5,1899-02-01 06:00:00,Not reported,-12.1,54.3
1899035S15139,6,1899-02-03 12:00:00,Not reported,-14.9,138.6
1899040S13052,7,1899-02-09 00:00:00,Tropical,-12.7,52.2
1899060S15063,8,1899-03-01 06:00:00,Not reported,-14.7,62.5
1899063S12145,9,1899-03-03 12:00:00,Not reported,-12.2,145.4
1899068S15062,10,1899-03-09 00:00:00,Tropical,-14.8,62.1
1899076S18119,11,1899-03-16 12:00:00,Not reported,-18.3,119.3
1899118N13094,12,1899-04-28 00:00:00,Tropical,13.2,93.6
1899144N15116,13,1899-05-24 04:00:00,Tropical,14.7,116.1
